Measure Mode: wall_time
Thread ID: 47046120247500
Fiber ID: 47046130648440
Total: 93.356253
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00      0.000     0.000     0.000     0.000        1   TZInfo::ZoneinfoDataSource#find_zoneinfo_dir
  0.00      0.000     0.000     0.000     0.000        3  *Rake::InvocationChain#member?
  0.00      0.000     0.000     0.000     0.000        1   Thor::Actions::ClassMethods#add_runtime_options!
  0.00      0.000     0.000     0.000     0.000        1   Rake::AutoprefixerTasks#initialize
  0.00      0.001     0.000     0.000     0.001        1   Sprockets::Rails::Task#initialize
  0.00      0.000     0.000     0.000     0.000        3   <Class::ActionView::Template::Types>#delegate_to
  0.00      0.000     0.000     0.000     0.000        2   Gem::Requirement#satisfied_by?
  0.00      0.000     0.000     0.000     0.000        1   <Module::RailsERD>#default_options
  0.00      0.000     0.000     0.000     0.000        5   FactoryBot::StrategySyntaxMethodRegistrar#initialize
  0.00      0.000     0.000     0.000     0.000        1   <Class::ActiveRecord::Base>#cache_versioning=
  0.00      0.000     0.000     0.000     0.000        1   <Class::ActiveRecord::Base>#dump_schema_after_migration=
  0.00      0.000     0.000     0.000     0.000        1   <Class::Thor>#method_options
  0.00      0.000     0.000     0.000     0.000        1   <Module::Sass>#load_paths
  0.00      0.000     0.000     0.000     0.000       29   Fixnum#-@
  0.00      0.000     0.000     0.000     0.000        1   Zip#reset!
  0.00      0.000     0.000     0.000     0.000        4   Treetop::Compiler::Metagrammar::Primary5#node_class_name
  0.00      0.000     0.000     0.000     0.000        8   Treetop::Compiler::RubyBuilder#break
  0.00      0.000     0.000     0.000     0.000        3   Nokogiri::VersionInfo#compiled_parser_version
  0.00      0.000     0.000     0.000     0.000        2   String#encode!
  0.00      0.000     0.000     0.000     0.000        2   <Class::ActionDispatch::Routing::PolymorphicRoutes::HelperMethodBuilder>#singular
  0.00      0.000     0.000     0.000     0.000        1   <Class::ActionDispatch::Routing::RouteSet::Config>#new
  0.00      0.000     0.000     0.000     0.000        2   <Module::ActiveStorage>#variable_content_types=
  0.00      0.000     0.000     0.000     0.000        2   <Class::Rails::Railtie>#runner
  0.00      0.000     0.000     0.000     0.000        2   <Class::Encoding>#find
  0.00      0.000     0.000     0.000     0.000        5   Concurrent::Concern::Dereferenceable#set_deref_options
  0.00      0.000     0.000     0.000     0.000        1   <Module::Bootsnap::CompileCache::ISeq>#install!
  0.00      0.000     0.000     0.000     0.000        3   <Class::SystemCallError>#===
  0.00      0.000     0.000     0.000     0.000        3   Gem::StubSpecification#to_spec
  0.00      0.000     0.000     0.000     0.000        3   Bundler::RemoteSpecification#method_missing
  0.00      0.000     0.000     0.000     0.000        1   ActiveRecord::Associations::JoinDependency#join_constraints
  0.00      0.000     0.000     0.000     0.000        1   <Class::ActiveRecord::Associations::JoinDependency>#make_tree
  0.00      0.000     0.000     0.000     0.000        2   ActiveRecord::Scoping::Named::ClassMethods#valid_scope_name?
  0.00      0.000     0.000     0.000     0.000        1   <Class::Path>#before_remove_for_termlists=
  0.00      0.000     0.000     0.000     0.000        1   <Class::Path>#after_add_for_termlist_paths=
  0.00      0.000     0.000     0.000     0.000        2   <Class::TermlistPath>#_validators
  0.00      0.000     0.000     0.000     0.000        1   <Class::Material>#after_remove_for_museum_objects=
  0.00      0.000     0.000     0.000     0.000        1   <Class::Material>#before_remove_for_museum_objects=
  0.00      0.000     0.000     0.000     0.000        1   <Class::ExcavationSite>#after_add_for_museum_objects=
  0.00      0.000     0.000     0.000     0.000        3   <Class::Museum>#after_add_for_storages
  0.00      0.000     0.000     0.000     0.000        1   <Class::Termlist>#after_remove_for_termlist_paths=
  0.00      0.000     0.000     0.000     0.000        1   <Class::Termlist>#before_add_for_termlist_paths=
  0.00      0.000     0.000     0.000     0.000        1   <Class::Museum>#after_remove_for_storages=
  0.00      0.000     0.000     0.000     0.000        1   ActiveRecord::Result#column_type
  0.00      0.000     0.000     0.000     0.000        2   ActiveRecord::Scoping::ClassMethods#current_scope=
  0.00      0.001     0.000     0.000     0.001        1   <Class::ActiveRecord::SchemaMigration>#create_table
  0.00      0.000     0.000     0.000     0.000        1   ActiveRecord::ConnectionAdapters::QueryCache::ConnectionPoolConfiguration#query_cache_enabled
  0.00      0.000     0.000     0.000     0.000        2   ActiveRecord::ConnectionAdapters::PostgreSQL::OID::Vector#initialize
  0.00      0.000     0.000     0.000     0.000        1   ActiveRecord::ConnectionAdapters::ConnectionPool::Queue#synchronize
  0.00      0.000     0.000     0.000     0.000        1   ActionDispatch::Routing::Mapper::Scoping#merge_shallow_path_scope
  0.00      0.000     0.000     0.000     0.000        3   ActionDispatch::Journey::Routes#clear
  0.00      0.000     0.000     0.000     0.000        2   Digest::Base#update
  0.00      0.000     0.000     0.000     0.000        1   ActiveRecord::ConnectionAdapters::ConnectionPool#release_connection
  0.00      0.000     0.000     0.000     0.000        2   Concurrent::Map#values
  0.00      0.000     0.000     0.000     0.000        1   <Module::Spring>#after_fork_callbacks
  0.00      0.000     0.000     0.000     0.000        1   <Class::ActionView::Base>#digest_assets=
  0.00      0.000     0.000     0.000     0.000        1   <Class::ActionDispatch::Routing::RouteWrapper>#assets_prefix=
  0.00      0.000     0.000     0.000     0.000        6   Listen::FSM#transition!
  0.00      0.000     0.000     0.000     0.000        1   <Class::FSEvent>#root_path
  0.00      0.000     0.000     0.000     0.000        2   Concurrent::MutexAtomicBoolean#ns_initialize
  0.00      0.000     0.000     0.000     0.000        1   I18n::Config#enforce_available_locales
  0.00      0.000     0.000     0.000     0.000        1   ActionDispatch::Callbacks#initialize
  0.00      0.000     0.000     0.000     0.000        1   ActiveRecord::Migration::CheckPending#initialize
  0.00      0.000     0.000     0.000     0.000        2   Rack::Head#initialize
  0.00      0.000     0.000     0.000     0.000        1   <Class::Rails::Engine>#endpoint
  0.00      0.000     0.000     0.000     0.000        1   Rails::Configuration::MiddlewareStackProxy#merge_into
  0.00      0.000     0.000     0.000     0.000        1   Rails::Engine#build_middleware
  0.00      0.000     0.000     0.000     0.000        1   ActionDispatch::Routing::RouteSet#append
  0.00      0.000     0.000     0.000     0.000        1   ScoutApm::ServerIntegrations::Null#install
  0.00      0.000     0.000     0.000     0.000        2   ScoutApm::ServerIntegrations::Thin#present?
  0.00      0.000     0.000     0.000     0.000        2   ScoutApm::ServerIntegrations::Passenger#present?
  0.00      0.000     0.000     0.000     0.000        1   ScoutApm::Agent#should_load_instruments?
  0.00      0.000     0.000     0.000     0.000        1   ScoutApm::PlatformIntegrations::Heroku#present?
  0.00      0.000     0.000     0.000     0.000        2   ScoutApm::Logger#log_level=
  0.00      0.000     0.000     0.000     0.000        4   ScoutApm::Logger#stdout?
  0.00      0.000     0.000     0.000     0.000        1   <Class::ScoutApm::LoggerFactory>#build_minimal_logger
  0.00      0.000     0.000     0.000     0.000        2   WebConsole::Whitelist#normalize_networks
  0.00      0.000     0.000     0.000     0.000        1   FactoryBotRails::Generators::NonRSpecGenerator#run
  0.00      0.000     0.000     0.000     0.000        1   FactoryBotRails::Generators::NonRSpecGenerator#initialize
  0.00      0.000     0.000     0.000     0.000        1   URI::Generic#default_port
  0.00      0.000     0.000     0.000     0.000        1   URI::GID#parse_query_params
  0.00      0.001     0.000     0.000     0.001        1   <Class::URI::GID>#validate_app
  0.00      0.000     0.000     0.000     0.000        3   <Class::ActiveSupport::Executor>#__callbacks
  0.00      0.000     0.000     0.000     0.000        2   <Class::ActiveSupport::ExecutionWrapper::CompleteHook>#new
  0.00      0.000     0.000     0.000     0.000        1   ActiveRecord::ConnectionAdapters::ConnectionPool::Queue#initialize
  0.00      0.000     0.000     0.000     0.000        2   Fixnum#to_f
  0.00      0.000     0.000     0.000     0.000        1   ActiveSupport::Notifications::Instrumenter#initialize
  0.00      0.000     0.000     0.000     0.000        2   Concurrent::Collection::NonConcurrentMapBackend#delete
  0.00      0.000     0.000     0.000     0.000        1   ActiveRecord::ConnectionAdapters::ConnectionSpecification#initialize
  0.00      0.000     0.000     0.000     0.000        2   ActiveRecord::Type::DecorationRegistration#initialize
  0.00      0.000     0.000     0.000     0.000        1   Rails::Application#helpers_paths
  0.00      0.000     0.000     0.000     0.000        1   <Class::ActionDispatch::ExceptionWrapper>#rescue_responses
  0.00      0.000     0.000     0.000     0.000        1   ThreadSafe::NonConcurrentCacheBackend#[]=
  0.00      0.000     0.000     0.000     0.000        1   TZInfo::TransitionDataTimezoneInfo#offset
  0.00      0.001     0.000     0.000     0.000        1   ActiveSupport::TimeZone#initialize
  0.00      0.010     0.000     0.000     0.010       22  *TZInfo::ZoneinfoDataSource#enum_timezones
  0.00      0.000     0.000     0.000     0.000        3   IO#sync=
  0.00      0.013     0.000     0.000     0.013        1   Rails::Railtie#configure
  0.00      0.000     0.000     0.000     0.000        2   AutoprefixerRails::Processor#initialize
  0.00      0.000     0.000     0.000     0.000        2   <Module::AutoprefixerRails>#processor
  0.00      0.000     0.000     0.000     0.000        2   ActionView::Resolver#initialize
  0.00      0.000     0.000     0.000     0.000        2   <Class::Minitest::Runnable>#runnables
  0.00      0.000     0.000     0.000     0.000        2   Rails::Engine#railties
  0.00      0.000     0.000     0.000     0.000        1   Figaro::Application#environment
  0.00      0.000     0.000     0.000     0.000        4   <Module::FactoryBot>#register_callback
  0.00      0.000     0.000     0.000     0.000        7   FactoryBot::Decorator#initialize
  0.00      0.000     0.000     0.000     0.000        5   <Module::FactoryBot>#strategies
  0.00      0.000     0.000     0.000     0.000        1   <Class::ActiveRecord::Base>#attributes_to_define_after_schema_loads=
  0.00      0.000     0.000     0.000     0.000        1   ActiveRecord::ModelSchema::ClassMethods#inheritance_column=
  0.00      0.000     0.000     0.000     0.000        1   <Class::MultiJson::Version>#to_s
  0.00      0.000     0.000     0.000     0.000        1   <Class::Thor>#baseclass
  0.00      0.000     0.000     0.000     0.000        1   <Module::Sass::Logger::LogLevel>#included
  0.00      0.000     0.000     0.000     0.000        1   ExecJS::ExternalRuntime#which
  0.00      0.000     0.000     0.000     0.000        5   <Class::Encoding>#default_internal
  0.00      0.000     0.000     0.000     0.000       13   <Class::MiniMagick::Image>#attribute
  0.00      0.000     0.000     0.000     0.000        1   Treetop::Compiler::RubyBuilder#class_declaration
  0.00      0.000     0.000     0.000     0.000        1   Treetop::Compiler::Grammar#parser_name
  0.00      0.000     0.000     0.000     0.000        4   Treetop::Compiler::Metagrammar::Primary4#suffix
  0.00      0.000     0.000     0.000     0.000        4   Treetop::Compiler::Metagrammar::SequencePrimary5#parent_modules
  0.00      0.000     0.000     0.000     0.000        4   Treetop::Compiler::ZeroOrMore#max
  0.00      0.000     0.000     0.000     0.000        1   Treetop::Compiler::NotPredicate#when_failure
  0.00      0.000     0.000     0.000     0.000        1   Treetop::Compiler::Metagrammar::SequencePrimary1#inline_modules
  0.00      0.000     0.000     0.000     0.000        3   Treetop::Compiler::Metagrammar::DeclarationSequence1#tail
  0.00      0.000     0.000     0.000     0.000        1   String#column_of
  0.00      0.000     0.000     0.000     0.000        1   Range#begin
  0.00      0.000     0.000     0.000     0.000        1   <Module::Polyglot>#register
  0.00      0.006     0.000     0.000     0.006        2   <Module::Loofah::MetaHelpers>#add_downcased_set_members_to_all_set_constants
  0.00      0.000     0.000     0.000     0.000        1   <Module::Nokogiri>#install_default_aliases
  0.00      0.000     0.000     0.000     0.000        1   Mime::AllType#initialize
  0.00      0.000     0.000     0.000     0.000        1   ActionDispatch::Journey::Visitors::Dot#initialize
  0.00      0.000     0.000     0.000     0.000        3   <Class::ERB::Compiler::Scanner>#regist_scanner
  0.00      0.000     0.000     0.000     0.000        4   <Class::Time>#at
  0.00      0.000     0.000     0.000     0.000        1   Time#to_f
  0.00      0.000     0.000     0.000     0.000        6   Concurrent::Event#ns_initialize
  0.00      0.000     0.000     0.000     0.000        1   <Module::ActiveSupport::Deprecation::InstanceDelegator>#included
  0.00      0.032     0.000     0.000     0.032        2   Bootsnap::LoadPathCache::Cache#reinitialize
  0.00      0.000     0.000     0.000     0.000        4   ActionDispatch::Routing::Mapper::Resources#nested_scope?
  0.00      0.000     0.000     0.000     0.000        5   Encoding#dummy?
  0.00      0.000     0.000     0.000     0.000        2   <Class::Listen::Logger>#info
  0.00      0.000     0.000     0.000     0.000        2   <Class::Encoding>#default_external=
  0.00      0.000     0.000     0.000     0.000        7   Bignum#hash
  0.00      0.000     0.000     0.000     0.000        1   <Class::ActionView::Helpers::FormBuilder>#field_helpers=
  0.00      0.000     0.000     0.000     0.000        1   <Class::Path>#after_add_for_production_techniques=
  0.00      0.000     0.000     0.000     0.000        1   ActiveRecord::ConnectionAdapters::QueryCache#configure_query_cache!
  0.00      0.000     0.000     0.000     0.000        4   ActionDispatch::Routing::RouteSet#add_polymorphic_mapping
  0.00      0.000     0.000     0.000     0.000        1   <Class::#<Class:0x005593954e4200>>#sass_config=
  0.00      0.000     0.000     0.000     0.000        1   I18n::Config#clear_available_locales_set
  0.00      0.000     0.000     0.000     0.000        1   Rails::Rack::Logger#initialize
  0.00      0.000     0.000     0.000     0.000        1   Rails::Configuration::MiddlewareStackProxy#delete_operations
  0.00      0.000     0.000     0.000     0.000        1   ScoutApm::BackgroundJobIntegrations::Resque#present?
  0.00      0.000     0.000     0.000     0.000        1   URI::Generic#port=
  0.00      0.000     0.000     0.000     0.000        1   URI::Generic#set_scheme
  0.00      0.000     0.000     0.000     0.000        1   ActiveRecord::ConnectionAdapters::QueryCache::ConnectionPoolConfiguration#initialize
  0.00      0.000     0.000     0.000     0.000        1   Hash#deep_transform_keys
  0.00      0.000     0.000     0.000     0.000        2   <Class::ActionDispatch::Request::Utils>#perform_deep_munge=
  0.00      0.000     0.000     0.000     0.000        1   Mime::Mimes#symbols
  0.00      0.000     0.000     0.000     0.000        1   <Class::Rails::Application>#add_lib_to_load_path!
  0.00      0.000     0.000     0.000     0.000        1   <Class::Administrate::Engine>#add_stylesheet
  0.00      0.000     0.000     0.000     0.000        1   <Class::ActiveRecord::Base>#table_name_suffix=
  0.00      0.000     0.000     0.000     0.000        1   <Class::Thor>#desc
  0.00      0.000     0.000     0.000     0.000        1   <Module::Bootstrap>#assets_path
  0.00      0.000     0.000     0.000     0.000        1   <Module::Sass::Util>#rbx?
  0.00      0.014     0.000     0.000     0.014        1   <Module::ExecJS::Runtimes>#autodetect
  0.00      0.000     0.000     0.000     0.000        1   <Module::AwesomePrint::OpenStruct>#included
  0.00      0.000     0.000     0.000     0.000        2   Treetop::Compiler::ParenthesizedExpression#expected
  0.00      0.000     0.000     0.000     0.000        1   Concurrent::Utility::ProcessorCounter#initialize
  0.00      0.000     0.000     0.000     0.000        1   ActiveSupport::Inflector::Inflections#initialize
  0.00      0.000     0.000     0.000     0.000        1   <Module::Bootsnap::ExplicitRequire>#from_rubylibdir
  0.00      0.000     0.000     0.000     0.000        1   OptionParser#environment
  0.00      0.000     0.000     0.000     0.000        1   ActiveRecord::StatementCache#initialize
  0.00      0.000     0.000     0.000     0.000        1   Arel::SelectManager#join_sources
  0.00      0.000     0.000     0.000     0.000        1   <Class::Path>#before_remove_for_production_techniques=
  0.00      0.000     0.000     0.000     0.000        1   <Class::Path>#after_remove_for_termlists=
  0.00      0.000     0.000     0.000     0.000        1   <Class::ExcavationSiteCategory>#after_add_for_excavation_site_kinds=
  0.00      0.000     0.000     0.000     0.000        1   <Class::ExcavationSite>#after_remove_for_museum_objects=
  0.00      0.000     0.000     0.000     0.000        1   <Class::ExcavationSite>#before_remove_for_museum_objects=
  0.00      0.000     0.000     0.000     0.000        1   <Class::ExcavationSite>#before_add_for_museum_objects=
  0.00      0.000     0.000     0.000     0.000        1   Museum#autosave_associated_records_for_storages
  0.00      0.000     0.000     0.000     0.000        1   <Class::Termlist>#before_remove_for_termlist_paths=
  0.00      0.000     0.000     0.000     0.000        1   <Class::ActiveRecord::DynamicMatchers::Method>#suffix
  0.00      0.000     0.000     0.000     0.000        1   <Class::Museum>#after_add_for_storages=
  0.00      0.000     0.000     0.000     0.000        1   ActiveRecord::QueryMethods#arel_columns
  0.00      0.001     0.000     0.000     0.001        1   <Class::ActiveRecord::InternalMetadata>#create_table
  0.00      0.000     0.000     0.000     0.000        2   <Class::ActiveRecord::SchemaMigration>#attribute_type_decorations
  0.00      0.000     0.000     0.000     0.000        3   <Class::ActiveRecord::Base>#defined_enums
  0.00      0.000     0.000     0.000     0.000        2   ActiveRecord::ConnectionAdapters::AbstractAdapter#register_class_with_precision
  0.00      0.000     0.000     0.000     0.000        4   ActiveModel::Type::Integer#min_value
  0.00      0.000     0.000     0.000     0.000        1   <Class::ActiveRecord::ConnectionAdapters::AbstractAdapter>#type_cast_config_to_boolean
  0.00      0.052     0.000     0.000     0.052        1   ActiveRecord::ConnectionAdapters::ConnectionPool#checkout_new_connection
  0.00      0.000     0.000     0.000     0.000        3   ActionDispatch::Routing::Mapper::Scoping#merge_as_scope
  0.00      0.000     0.000     0.000     0.000        4   Regexp#options
  0.00      0.000     0.000     0.000     0.000        1   ActiveRecord::ConnectionHandling#flush_idle_connections!
  0.00      0.000     0.000     0.000     0.000        1   <Class::ActionView::Base>#assets_precompile=
  0.00      0.000     0.000     0.000     0.000        1   <Class::ActionView::Base>#assets_prefix=
  0.00      0.000     0.000     0.000     0.000        1   Sprockets::Configuration#version=
  0.00      0.000     0.000     0.000     0.000        1   <Module::Sprockets::Rails::Context>#included
  0.00      0.001     0.000     0.000     0.001        1   Bootsnap::LoadPathCache::Cache#push_paths
  0.00      0.000     0.000     0.000     0.000        2   Listen::Adapter::Base#started?
  0.00      0.000     0.000     0.000     0.000        1   FFI::Type#size
  0.00      0.000     0.000     0.000     0.000        4   FFI::StructLayout::Field#offset
  0.00      0.000     0.000     0.000     0.000        2   Listen::Backend#min_delay_between_events
  0.00      0.000     0.000     0.000     0.000        1   Rack::Sendfile#initialize
  0.00      0.000     0.000     0.000     0.000        1   Rack::Runtime#initialize
  0.00      0.000     0.000     0.000     0.000        1   Rack::MethodOverride#initialize
  0.00      0.000     0.000     0.000     0.000        1   ActionDispatch::DebugExceptions#initialize
  0.00      0.000     0.000     0.000     0.000        1   ActionDispatch::ContentSecurityPolicy::Middleware#initialize
  0.00      0.000     0.000     0.000     0.000        1   Rack::ConditionalGet#initialize
  0.00      0.000     0.000     0.000     0.000        1   Rack::ETag#initialize
  0.00      0.000     0.000     0.000     0.000        1   Rails::Application::Configuration#debug_exception_response_format
  0.00      0.000     0.000     0.000     0.000        1   ActionDispatch::PublicExceptions#initialize
  0.00      0.000     0.000     0.000     0.000        1   <Module::SimpleForm>#wrapper_mappings=
  0.00      0.000     0.000     0.000     0.000        2   <Module::SimpleForm>#error_notification_class=
  0.00      0.000     0.000     0.000     0.000        2   <Module::SimpleForm>#default_wrapper=
  0.00      0.000     0.000     0.000     0.000        1   ScoutApm::ServerIntegrations::Null#name
  0.00      0.000     0.000     0.000     0.000        1   ScoutApm::Config::JsonCoercion#coerce
  0.00      0.000     0.000     0.000     0.000        1   ScoutApm::FrameworkIntegrations::Rails2#present?
  0.00      0.000     0.000     0.000     0.000        1   <Module::Sass>#logger=
  0.00      0.000     0.000     0.000     0.000        1   Rails::Configuration::Generators#hide_namespace
  0.00      0.000     0.000     0.000     0.000        2   <Class::Gem::Version>#correct?
  0.00      0.000     0.000     0.000     0.000        1   ActiveRecord::ConnectionAdapters::ConnectionSpecification::Resolver#resolve_symbol_connection
  0.00      0.000     0.000     0.000     0.000        1   <Class::ActiveRecord::Base>#maintain_test_schema=
  0.00      0.000     0.000     0.000     0.000        1   TZInfo::DataTimezoneInfo#create_timezone
  0.00      0.000     0.000     0.000     0.000        1   <Module::TZInfo::RubyCoreSupport>#force_encoding
  0.00      0.001     0.000     0.000     0.001        1   <Class::ActiveSupport::TimeZone>#create
  0.00      0.000     0.000     0.000     0.000        2   TZInfo::ZoneinfoDataSource#resolve_tab_path
  0.00      0.000     0.000     0.000     0.000        1   <Class::ActiveSupport::Deprecation>#behavior=
  0.00      0.000     0.000     0.000     0.000        1   ActiveSupport::Cache::Strategy::LocalCache::Middleware#initialize
  0.00      0.000     0.000     0.000     0.000        1   Array#to_ary
  0.00      0.000     0.000     0.000     0.000        2   Rake::InvocationChain::EmptyInvocationChain#member?
  0.00      0.000     0.000     0.000     0.000        1   <Module::Thor::Actions>#included
  0.00      0.000     0.000     0.000     0.000        2   Rake::Task#set_arg_names
  0.00      0.000     0.000     0.000     0.000        1   <Class::#<Class:0x00559394730410>>#new
  0.00      0.000     0.000     0.000     0.000        4   <Class::ActionView::LookupContext>#registered_details
  0.00      0.000     0.000     0.000     0.000        2   ActionView::Resolver::Cache#initialize
  0.00      0.000     0.000     0.000     0.000        2   <Class::ActionView::Resolver>#caching=
  0.00      0.000     0.000     0.000     0.000        1   <Class::ActionView::Template::Handlers::ERB>#erb_implementation=
  0.00      0.000     0.000     0.000     0.000        1   Minitest::Parallel::Executor#initialize
  0.00      0.042     0.000     0.000     0.042        1   Rails::Engine::Railties#each
  0.00      0.004     0.000     0.000     0.004        2   Figaro::Application#path
  0.00      0.000     0.000     0.000     0.000        1   Figaro::Application#initialize
  0.00      0.000     0.000     0.000     0.000        1   <Class::Administrate::Engine>#add_javascript
  0.00      0.000     0.000     0.000     0.000        1   ScoutApm::ServerIntegrations::Thin#initialize
  0.00      0.000     0.000     0.000     0.000        1   <Class::ActiveRecord::Base>#index_nested_attribute_errors=
  0.00      0.000     0.000     0.000     0.000        1   <Class::ActiveRecord::Base>#partial_writes=
  0.00      0.000     0.000     0.000     0.000        1   <Class::ActiveRecord::Base>#lock_optimistically=
  0.00      0.000     0.000     0.000     0.000        1   <Class::ActiveRecord::Base>#cache_timestamp_format=
  0.00      0.000     0.000     0.000     0.000        1   <Class::ActiveRecord::Base>#store_full_sti_class=
  0.00      0.000     0.000     0.000     0.000        1   ActiveRecord::ModelSchema::ClassMethods#protected_environments=
  0.00      0.000     0.000     0.000     0.000        1   <Class::ActiveRecord::Base>#_attr_readonly=
  0.00      0.000     0.000     0.000     0.000        2   <Class::ActiveRecord::Base>#default_timezone=
  0.00      0.000     0.000     0.000     0.000        1   <Module::ActiveRecord::Enum>#extended
  0.00      0.000     0.000     0.000     0.000        2   ActiveModel::Type::Registry#initialize
  0.00      0.000     0.000     0.000     0.000        1   Rails::Railtie::Configuration#before_configuration
  0.00      0.000     0.000     0.000     0.000        1   Sass::Logger::Base#initialize
  0.00      0.000     0.000     0.000     0.000        1   Module#autoload?
  0.00      0.000     0.000     0.000     0.000        1   <Module::Bootstrap>#gem_path
  0.00      0.000     0.000     0.000     0.000        2   MatchData#end
  0.00      0.000     0.000     0.000     0.000        1   <Class::Draper::Decorator>#include_root_in_json=
  0.00      0.000     0.000     0.000     0.000        1   <Module::AwesomePrint::ActiveSupport>#included
  0.00      0.001     0.000     0.000     0.001        1   <Class::Zip::FileSystem::ZipFsFile::ZipFsStat>#delegate_to_fs_file
  0.00      0.000     0.000     0.000     0.000        4   Treetop::Compiler::Metagrammar::SequencePrimary5#node_class_name
  0.00      0.000     0.000     0.000     0.000        1   Treetop::Compiler::Predicate#assign_success
  0.00      0.000     0.000     0.000     0.000        2   Treetop::Compiler::Choice#expected
  0.00      0.000     0.000     0.000     0.000        1   Treetop::Compiler::Metagrammar::SequencePrimary1#prefixed_expression
  0.00      0.000     0.000     0.000     0.000        3   Treetop::Compiler::Metagrammar::SequencePrimary0#atomic
  0.00      0.000     0.000     0.000     0.000        1   Treetop::Compiler::LexicalAddressSpace#initialize
  0.00      0.000     0.000     0.000     0.000        1   Treetop::Compiler::Metagrammar::TreetopFile1#module_or_grammar
  0.00      0.000     0.000     0.000     0.000        1   Treetop::Compiler::Metagrammar#root
  0.00      0.000     0.000     0.000     0.000        1   Treetop::Runtime::CompiledParser#initialize
  0.00      0.000     0.000     0.000     0.000        1   ActionDispatch::Http::Parameters::ClassMethods#parameter_parsers=
  0.00      0.000     0.000     0.000     0.000        2   <Module::ActiveStorage>#paths=
  0.00      0.000     0.000     0.000     0.000        1   <Class::ActionController::Parameters>#always_permitted_parameters=
  0.00      0.000     0.000     0.000     0.000        1   <Module::JSON::Ext::Generator::GeneratorMethods::String>#included
  0.00      0.000     0.000     0.000     0.000        1   ActiveSupport::XmlMini#current_thread_backend
  0.00      0.000     0.000     0.000     0.000        1   #<Class:0x0055938fce2c28>#initialize
  0.00      0.000     0.000     0.000     0.000        1   Concurrent::AtExitImplementation#initialize
  0.00      0.000     0.000     0.000     0.000        1   ActiveSupport::Inflector::Inflections::Uncountables#initialize
  0.00      0.000     0.000     0.000     0.000        1   ActiveSupport::Deprecation#initialize
  0.00      0.000     0.000     0.000     0.000        1   Module#public_class_method
  0.00      0.000     0.000     0.000     0.000        1   <Module::Concurrent::Synchronization::TruffleAttrVolatile>#included
  0.00      0.001     0.000     0.000     0.001        1   <Module::MessagePack>#load
  0.00      0.000     0.000     0.000     0.000        1   Bundler::SharedHelpers#find_gemfile
  0.00      1.469     0.000     0.000     1.469        1   <Module::Rake>#load_rakefile
  0.00      0.000     0.000     0.000     0.000        2   <Module::Rake>#suggested_thread_count
  0.00      0.000     0.000     0.000     0.000        1   Gem::Specification#bin_dir
  0.00      0.000     0.000     0.000     0.000        1   Gem::Specification#activate
  0.00      0.000     0.000     0.000     0.000        1   Bundler::Settings#[]
  0.00      0.000     0.000     0.000     0.000        1   Museum#validate_associated_records_for_storages
  0.00      0.000     0.000     0.000     0.000        5   ActiveModel::EachValidator#check_validity!
  0.00      0.053     0.000     0.000     0.053        1   ActiveRecord::ConnectionAdapters::ConnectionPool#checkout
  0.00      0.000     0.000     0.000     0.000        1   <Class::ActionCable::Channel::Base>#periodic_timers=
  0.00      0.000     0.000     0.000     0.000        2   ActionDispatch::Routing::Mapper::Base#rails_app?
  0.00      0.000     0.000     0.000     0.000        1   Rails::Configuration::MiddlewareStackProxy#+
  0.00      0.000     0.000     0.000     0.000        2   ScoutApm::FrameworkIntegrations::Rails3Or4#name
  0.00      0.000     0.000     0.000     0.000        1   URI::Generic#opaque=
  0.00      0.000     0.000     0.000     0.000        1   URI::Generic#hostname=
  0.00      0.000     0.000     0.000     0.000        2   <Class::ActiveSupport::Reloader>#executor=
  0.00      0.004     0.000     0.000     0.004        1   Figaro::Application#configuration
  0.00      0.000     0.000     0.000     0.000        5   FactoryBot::StrategySyntaxMethodRegistrar#define_pair_strategy_method
  0.00      0.000     0.000     0.000     0.000        1   <Class::ActionView::Base>#check_precompiled_asset=
  0.00      0.000     0.000     0.000     0.000        1   <Class::#<Class:0x005593954e4200>>#config=
  0.00      0.000     0.000     0.000     0.000        1   RailsERD::Config#load
  0.00      0.000     0.000     0.000     0.000        1   <Module::Sass::Script::Functions>#include
  0.00      0.001     0.000     0.000     0.001        1   ActiveSupport::XmlMini#backend=
  0.00      0.005     0.000     0.000     0.005        1   Rake::Application#handle_options
  0.00      0.000     0.000     0.000     0.000        2   Gem::Specification#source
  0.00      0.000     0.000     0.000     0.000        1   <Class::Termlist>#after_remove_for_paths=
  0.00      0.000     0.000     0.000     0.000        1   <Class::ActiveRecord::DynamicMatchers::FindByBang>#suffix
  0.00      0.000     0.000     0.000     0.000        1   ActiveRecord::Delegation::ClassSpecificRelation::ClassMethods#delegate_to_scoped_klass
  0.00      0.000     0.000     0.000     0.000        1   <Class::ActiveRecord::SchemaMigration>#default_scope_override
  0.00      0.000     0.000     0.000     0.000        1   <Class::ActiveRecord::Base>#internal_metadata_table_name
  0.00      0.000     0.000     0.000     0.000        1   <Class::ActiveRecord::InternalMetadata>#attribute_type_decorations
  0.00      0.000     0.000     0.000     0.000        1   ActiveRecord::ConnectionAdapters::PostgreSQL::SchemaStatements#schema_search_path=
