Measure Mode: wall_time
Thread ID: 47046120247500
Fiber ID: 47046130648440
Total: 93.356253
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00      0.001     0.000     0.000     0.001        4   <Module::Rake>#each_dir_parent
  0.00      0.001     0.000     0.000     0.001       13   ActiveRecord::Reflection::ThroughReflection#has_scope?
  0.00      0.000     0.000     0.000     0.000       16   ActiveRecord::Timestamp#timestamp_attributes_for_update_in_model
  0.00      0.000     0.000     0.000     0.000       20   ActiveSupport::Inflector#demodulize
  0.00      0.051     0.000     0.000     0.051        1   ActiveRecord::ConnectionAdapters::PostgreSQLAdapter#initialize
  0.00      0.004     0.000     0.000     0.004        2   Listen::Listener#initialize
  0.00      0.000     0.000     0.000     0.000       20   Rake::Scope::EmptyScope#path_with_task_name
  0.00      0.000     0.000     0.000     0.000       45   <Class::ActiveSupport::Subscriber>#method_added
  0.00      0.000     0.000     0.000     0.000       12   ActiveRecord::ConnectionAdapters::PostgreSQL::Utils#extract_schema_qualified_name
  0.00      0.000     0.000     0.000     0.000       30   <Class::Rails::Generators::Base>#default_value_for_option
  0.00      0.001     0.000     0.000     0.001       29   <Module::FactoryBot>#register_factory
  0.00      0.000     0.000     0.000     0.000        8   <Module::Singleton>#included
  0.00      0.000     0.000     0.000     0.000       27   <Class::ActiveRecord::Base>#attributes_to_define_after_schema_loads
  0.00      0.004     0.000     0.000     0.004       14  *Treetop::Compiler::Metagrammar::Sequence1#inline_modules
  0.00      0.000     0.000     0.000     0.000       24   <Class::ActiveRecord::Base>#pluralize_table_names
  0.00      0.000     0.000     0.000     0.000       24   Listen::FSM#current_state
  0.00      0.000     0.000     0.000     0.000       16   Arel::Nodes::UpdateStatement#initialize
  0.00      0.000     0.000     0.000     0.000       97   ActiveRecord::Transactions#force_clear_transaction_record_state
  0.00      0.011     0.000     0.000     0.010       32   Rails::Engine::Configuration#eager_load_paths
  0.00      0.000     0.000     0.000     0.000       26   Concurrent::Utility::EngineDetector#ruby_engine
  0.00      0.000     0.000     0.000     0.000        3   PG::TypeMapByClass#[]=
  0.00      0.000     0.000     0.000     0.000       30   Listen::FSM#states
  0.00      0.000     0.000     0.000     0.000       19   Enumerable#max
  0.00      0.000     0.000     0.000     0.000       29   ActiveRecord::Type::Registration#initialize
  0.00      0.001     0.000     0.000     0.001        3   <Class::Sprockets::Deprecation>#silence
  0.00      0.000     0.000     0.000     0.000       34   Module#prepended
  0.00      0.001     0.000     0.000     0.001       16   ActiveRecord::AttributeMethods::Dirty#will_save_change_to_attribute?
  0.00      0.000     0.000     0.000     0.000       80   Range#last
  0.00      0.000     0.000     0.000     0.000       42   Treetop::Compiler::Metagrammar::VariableLengthSequenceBody1#tail
  0.00      0.000     0.000     0.000     0.000       26   Method#owner
  0.00      0.000     0.000     0.000     0.000        2   PG::Connection#server_version
  0.00      0.000     0.000     0.000     0.000       27   ActionDispatch::Routing::Mapper::Resources#get_to_from_path
  0.00      0.000     0.000     0.000     0.000       37   ActiveModel::Type::Value#initialize
  0.00     91.846     0.000     0.000    91.846        1   Rake::Application#run_with_threads
  0.00      0.000     0.000     0.000     0.000       44   Thor::Base::ClassMethods#is_thor_reserved_word?
  0.00      0.003     0.000     0.000     0.003       29   <Class::FactoryBot::Syntax::Default::DSL>#run
  0.00      0.000     0.000     0.000     0.000       18   Psych::TreeBuilder#start_mapping
  0.00      0.000     0.000     0.000     0.000        5   <Class::ActiveRecord::Base>#belongs_to_required_by_default
  0.00      0.000     0.000     0.000     0.000        2   Thread#join
  0.00      0.000     0.000     0.000     0.000        4   <Class::Set>#[]
  0.00      0.001     0.000     0.000     0.001       20   Enumerable#to_set
  0.00      0.000     0.000     0.000     0.000        6   Gem::Version#<=>
  0.00      0.000     0.000     0.000     0.000        4   <Class::Sass::Script::Lexer>#string_re
  0.00      0.001     0.000     0.000     0.001       54   Concurrent::Map#[]=
  0.00      0.001     0.000     0.000     0.001       37   ActiveRecord::ConnectionAdapters::PostgreSQL::OID::TypeMapInitializer#register_mapped_type
  0.00      0.000     0.000     0.000     0.000        2   Rack::MiniProfiler::FileStore#initialize
  0.00      0.000     0.000     0.000     0.000       35   Thor::Option#validate!
  0.00      0.000     0.000     0.000     0.000       18   <Class::Exception>#exception
  0.00      0.035     0.000     0.000     0.035       11   <Class::ActiveRecord::Associations::Builder::CollectionAssociation>#define_callbacks
  0.00      0.000     0.000     0.000     0.000       69   Treetop::Compiler::Metagrammar::TrailingInlineModule2#inline_module
  0.00      0.000     0.000     0.000     0.000       16   TZInfo::DataTimezone#period_for_utc
  0.00      0.057     0.000     0.000     0.057       31   ActionDispatch::Routing::Mapper::HttpHelpers#delete
  0.00      0.010     0.000     0.000     0.010       16   Rails::Engine#run_tasks_blocks
  0.00      0.304     0.000     0.000     0.304       30   ActionDispatch::Routing::Mapper::Resources#set_member_mappings_for_resource
  0.00      0.000     0.000     0.000     0.000       21   ERB::Compiler::Buffer#push
  0.00      0.000     0.000     0.000     0.000       13   Logger::Formatter#initialize
  0.00      0.000     0.000     0.000     0.000       36   Thor::Argument#default_banner
  0.00      0.000     0.000     0.000     0.000        8   String#dump
  0.00      0.000     0.000     0.000     0.000       45   <Class::Storage>#after_add_for_storage_locations
  0.00      0.002     0.000     0.000     0.002        1   ActiveRecord::ConnectionAdapters::AbstractAdapter#initialize
  0.00      0.001     0.000     0.000     0.001        5   Sprockets::Processing#register_config_processor
  0.00      0.000     0.000     0.000     0.000       16   Arel::UpdateManager#initialize
  0.00      0.000     0.000     0.000     0.000       32   ActiveRecord::AttributeMethods#readonly_attribute?
  0.00      0.001     0.000     0.000     0.001        8   ActiveSupport::Autoload#autoload_at
  0.00      0.000     0.000     0.000     0.000       41  *<Class::Concurrent::Synchronization::Object>#safe_initialization?
  0.00      0.000     0.000     0.000     0.000       16   TZInfo::TimezonePeriod#initialize
  0.00      0.000     0.000     0.000     0.000       22   ActiveRecord::Reflection::HasManyReflection#macro
  0.00      0.051     0.000     0.000     0.051       30   ActionDispatch::Routing::Mapper::HttpHelpers#patch
  0.00      0.000     0.000     0.000     0.000        3   <Class::SourceAnnotationExtractor::Annotation>#register_extensions
  0.00      0.000     0.000     0.000     0.000        5   Rake::TaskArguments#initialize
  0.00      0.001     0.000     0.000     0.001       13   ActiveRecord::StatementCache::BindMap#bind
  0.00      0.000     0.000     0.000     0.000       96   ActiveRecord::ConnectionAdapters::TransactionState#fully_completed?
  0.00      0.000     0.000     0.000     0.000        5   IO#close
  0.00      0.002     0.000     0.000     0.002        8   Treetop::Compiler::Optional#compile
  0.00      0.000     0.000     0.000     0.000       27   <Class::Termlist>#attribute_type_decorations
  0.00      0.000     0.000     0.000     0.000       27   Psych::TreeBuilder#push
  0.00      0.002     0.000     0.000     0.002       13   Logger#info
  0.00      0.001     0.000     0.000     0.001       14   Treetop::Compiler::Sequence#node_class_name
  0.00      0.000     0.000     0.000     0.000       17   Listen::Options#method_missing
  0.00      0.000     0.000     0.000     0.000       14   Treetop::Compiler::InlineModuleMixin#compile
  0.00      0.000     0.000     0.000     0.000        8   <Module::Singleton>#__init__
  0.00      0.000     0.000     0.000     0.000       36   ActiveRecord::ConnectionAdapters::PostgreSQLAdapter#has_default_function?
  0.00      0.000     0.000     0.000     0.000       97   Rails::Paths::Path#eager_load!
  0.00      0.001     0.000     0.000     0.001       28   Treetop::Compiler::Metagrammar::Choice2#tail
  0.00      0.002     0.000     0.000     0.002        7   ActiveRecord::ModelSchema::ClassMethods#undecorated_table_name
  0.00      0.095     0.000     0.000     0.095        2   Listen::Listener#start
  0.00      1.215     0.000     0.000     1.215      288  *Method#call
  0.00      0.000     0.000     0.000     0.000        8   <Module::Singleton>#append_features
  0.00      0.000     0.000     0.000     0.000      155   Fixnum#/
  0.00      0.000     0.000     0.000     0.000        8   ActiveRecord::ConnectionAdapters::PostgreSQL::Name#quoted
  0.00      0.001     0.000     0.000     0.001       17   Pathname#realpath
  0.00      0.000     0.000     0.000     0.000       74   ScoutApm::Config::ConfigFile#has_key?
  0.00      0.000     0.000     0.000     0.000       38  *Thor::Base::ClassMethods#class_options
  0.00      0.000     0.000     0.000     0.000       23   Psych::TreeBuilder#pop
  0.00      0.000     0.000     0.000     0.000       39   ActiveSupport::Inflector::Inflections#singular
  0.00      0.000     0.000     0.000     0.000       12   ActiveRecord::ConnectionAdapters::PostgreSQL::Name#initialize
  0.00      0.008     0.000     0.000     0.008       13   Treetop::Compiler::ParsingRule#compile_inline_module_declarations
  0.00      0.000     0.000     0.000     0.000        3   Module#delegate_missing_to
  0.00      0.000     0.000     0.000     0.000       35   <Class::Material>#__callbacks
  0.00      0.000     0.000     0.000     0.000        6   ActiveRecord::ConnectionAdapters::StatementPool#[]=
  0.00      0.000     0.000     0.000     0.000        2   <Module::FFI>#map_library_name
  0.00      0.000     0.000     0.000     0.000       17   Module#attr_internal_ivar_name
  0.00      0.000     0.000     0.000     0.000       29   FactoryBot::DefinitionProxy#initialize
  0.00      0.044     0.000     0.000     0.044        2   <Class::Rails::Engine>#isolate_namespace
  0.00      0.000     0.000     0.000     0.000       27   KindOfObject#depth
  0.00      0.000     0.000     0.000     0.000       30   ActionDispatch::Routing::Mapper::Resources#api_only?
  0.00      0.000     0.000     0.000     0.000       96   ActiveRecord::ConnectionAdapters::TransactionState#completed?
  0.00      0.000     0.000     0.000     0.000        6   IPAddr#mask!
  0.00      0.000     0.000     0.000     0.000        2   <Module::OpenSSL::Random>#random_add
  0.00      0.008     0.000     0.000     0.008        1   Rails::Application#initializers
  0.00      0.000     0.000     0.000     0.000       15   ActiveSupport::Dependencies#autoload_module!
  0.00      0.004     0.000     0.000     0.004       18  *Psych::Visitors::ToRuby#visit_Psych_Nodes_Mapping
  0.00      0.000     0.000     0.000     0.000        1   MessagePack::Unpacker#read
  0.00      0.070     0.000     0.000     0.070       13   ActiveRecord::Associations::CollectionAssociation#merge_target_lists
  0.00      0.000     0.000     0.000     0.000       11  *ActiveRecord::ConnectionAdapters::ConnectionSpecification::Resolver#resolve_connection
  0.00      0.000     0.000     0.000     0.000       10   Rake::TaskManager#lookup
  0.00      0.000     0.000     0.000     0.000       29   <Module::FactoryBot>#factories
  0.00      0.001     0.000     0.000     0.001        6   FFI::Library#attach_function
  0.00      0.043     0.000     0.000     0.043        1   <Class::I18n::Railtie>#initialize_i18n
  0.00      0.001     0.000     0.000     0.001        2   Kernel#gem
  0.00      0.000     0.000     0.000     0.000        4   Hash#each_value
  0.00      0.002     0.000     0.000     0.002       15   Object#termlist_names
  0.00      0.000     0.000     0.000     0.000       29   FactoryBot::Decorator#method_missing
  0.00      0.000     0.000     0.000     0.000       29   FactoryBot::Factory#names
  0.00      0.000     0.000     0.000     0.000        1   Rails::BacktraceCleaner#initialize
  0.00      0.000     0.000     0.000     0.000        1   <Object::OpenStruct>#show_tasks
  0.00      0.000     0.000     0.000     0.000        3   ActiveRecord::ConnectionAdapters::ConnectionSpecification::Resolver#resolve_all
  0.00      0.001     0.000     0.000     0.001       16   Arel::Table#where
  0.00      0.000     0.000     0.000     0.000       42   ActiveRecord::Type::HashLookupTypeMap#alias_type
  0.00      0.000     0.000     0.000     0.000        3   Sprockets::Utils#dfs_paths
  0.00      0.014     0.000     0.000     0.014        1   Rails::Application#app
  0.00      0.000     0.000     0.000     0.000       15   Bootsnap::LoadPathCache::CoreExt::ActiveSupport::ClassMethods#autoloadable_module?
  0.00      0.000     0.000     0.000     0.000       96   Array#<=>
  0.00      0.000     0.000     0.000     0.000       16   ActiveSupport::TimeWithZone#period
  0.00      0.001     0.000     0.000     0.001        9   ActiveRecord::Reflection::AssociationReflection#derive_foreign_key
  0.00      0.000     0.000     0.000     0.000        7   ActiveRecord::ModelSchema::ClassMethods#full_table_name_prefix
  0.00      0.000     0.000     0.000     0.000       21   FFI::Library#find_type
  0.00      0.001     0.000     0.000     0.001       33   Treetop::Compiler::ParsingExpression#assign_failure
  0.00      0.001     0.000     0.000     0.001       15   <Class::Rails::Engine>#find_root
  0.00      0.000     0.000     0.000     0.000       26   ActiveSupport::Concurrency::ShareLock#eligible_waiters?
  0.00      0.000     0.000     0.000     0.000       30   ActionDispatch::Routing::Mapper::Resources#action_options?
  0.00      0.000     0.000     0.000     0.000       38   Treetop::Compiler::Metagrammar::NodeClassExpression3#node_class_name
  0.00      0.004     0.000     0.000     0.004       30   OptionParser#define
  0.00      0.000     0.000     0.000     0.000       16   TZInfo::TransitionDataTimezoneInfo#period_for_utc
  0.00      0.001     0.000     0.000     0.001       16   ActiveSupport::TimeWithZone#<=>
  0.00      0.000     0.000     0.000     0.000       17   <Class::ExcavationSiteCategory>#_reflections
  0.00      0.000     0.000     0.000     0.000       96   ActiveRecord::ConnectionAdapters::TransactionState#rolledback?
  0.00      0.043     0.000     0.000     0.043        2   <Module::Kernel>#catch
  0.00      0.000     0.000     0.000     0.000       23   Treetop::Compiler::ParsingExpression#node_class_name
  0.00      0.000     0.000     0.000     0.000       20   Treetop::Compiler::Metagrammar::Primary7#inline_module_name
  0.00      0.000     0.000     0.000     0.000        9   Set#freeze
  0.00      0.000     0.000     0.000     0.000       26   Treetop::Compiler::Metagrammar::ParsingRule1#parsing_expression
  0.00      0.000     0.000     0.000     0.000       15   <Class::ExcavationSiteCategory>#default_scope_override
  0.00      0.000     0.000     0.000     0.000       38   ActionDispatch::Journey::Visitors::FunctionalVisitor#visit_STAR
  0.00      0.000     0.000     0.000     0.000      102   String#slice
  0.00      0.003     0.000     0.000     0.003      129  *Thor::Base::ClassMethods#check_default_type
  0.00      0.000     0.000     0.000     0.000       36   Treetop::Compiler::Metagrammar::DeclarationSequence0#declaration
  0.00      0.000     0.000     0.000     0.000       13   Gem::Version#_segments
  0.00      0.001     0.000     0.000     0.001       13   ActiveRecord::Reflection::AssociationReflection#join_id_for
  0.00      0.000     0.000     0.000     0.000        7   ActiveRecord::AttributeMethods::PrimaryKey::ClassMethods#suppress_composite_primary_key
  0.00      0.027     0.000     0.000     0.027        8   ActiveRecord::ConnectionAdapters::SchemaCache#columns
  0.00      0.023     0.000     0.000     0.023       11   ActiveRecord::ConnectionAdapters::DatabaseStatements#query_values
  0.00      0.000     0.000     0.000     0.000       60   ActionDispatch::Routing::Mapper::Resources::Resource#name
  0.00      0.000     0.000     0.000     0.000        4   Sprockets::Processing#register_bundle_metadata_reducer
  0.00      0.000     0.000     0.000     0.000       15   <Class::OptionParser::Switch>#guess
  0.00      0.000     0.000     0.000     0.000       19   <Class::Termlist>#_validators
  0.00      0.000     0.000     0.000     0.000       76   ScoutApm::Config::ConfigDefaults#has_key?
  0.00      0.000     0.000     0.000     0.000       13   String#count
  0.00      0.000     0.000     0.000     0.000        5   ERB#set_eoutvar
  0.00      0.001     0.000     0.000     0.001       27   Treetop::Compiler::Metagrammar::NodeClassExpression2#node_class_name
  0.00      0.000     0.000     0.000     0.000        7   IO#read
  0.00      0.000     0.000     0.000     0.000        3   SystemCallError#initialize
  0.00      0.013     0.000     0.000     0.013        1   Rails::Application#default_middleware_stack
  0.00      0.001     0.000     0.000     0.001        5   ERB#initialize
  0.00      0.000     0.000     0.000     0.000        4   ActiveSupport::Deprecation::MethodWrapper#deprecate_methods
  0.00      0.002     0.000     0.000     0.002       24   ActiveRecord::AttributeMethods#attribute_names
  0.00      0.000     0.000     0.000     0.000       16   ActiveSupport::TimeWithZone#utc_offset
  0.00      0.000     0.000     0.000     0.000       18   Kernel#to_enum
  0.00      0.000     0.000     0.000     0.000        9   Thread::Queue#initialize
  0.00      0.000     0.000     0.000     0.000       48   Treetop::Compiler::Metagrammar::Choice0#alternative
  0.00      0.001     0.000     0.000     0.001       20  *<Class::Concurrent::Synchronization::MriMutexLockableObject>#new
  0.00      0.003     0.000     0.000     0.002        5   ActiveRecord::Validations::ClassMethods#validates_presence_of
  0.00      0.000     0.000     0.000     0.000       24   ActiveRecord::ConnectionAdapters::PostgreSQL::Name#unquote
  0.00      0.006     0.000     0.000     0.005        1   ScoutApm::Agent#install
  0.00      0.001     0.000     0.000     0.001       14   Rails::Paths::Path#first
  0.00      0.059     0.000     0.000     0.059       13   Treetop::Compiler::ParsingRule#compile
  0.00      0.000     0.000     0.000     0.000       19   Concurrent::Synchronization::Object#initialize
  0.00      0.001     0.000     0.000     0.001        8   I18n::Base#load_path
  0.00      0.001     0.000     0.000     0.001       16   Arel::UpdateManager#set
  0.00      0.028     0.000     0.000     0.028       54  *Treetop::Compiler::RubyBuilder#if_
  0.00      0.008     0.000     0.000     0.008       13   ActiveRecord::Reflection::ThroughReflection#association_scope_cache
  0.00      0.000     0.000     0.000     0.000       17   ActiveRecord::Reflection::ClassMethods#clear_reflections_cache
  0.00      0.558     0.000     0.000     0.558        8   ActionDispatch::Routing::RouteSet#eval_block
  0.00      0.001     0.000     0.000     0.001        7   Sprockets::Compressing#register_compressor
  0.00      1.470     0.000     0.000     1.470        1   Rake::Application#raw_load_rakefile
  0.00      0.003     0.000     0.000     0.003       13   Treetop::Compiler::ParsingRule#generate_cache_lookup
  0.00      0.000     0.000     0.000     0.000       12   MaterialSpecified#depth
  0.00      0.000     0.000     0.000     0.000        6   ActiveRecord::ConnectionAdapters::PostgreSQLAdapter::StatementPool#[]=
  0.00      0.000     0.000     0.000     0.000        1   Rails::Application::Configuration#initialize
  0.00      0.000     0.000     0.000     0.000        9   <Class::Gem::Version>#new
  0.00      0.000     0.000     0.000     0.000        4   ActiveRecord::Reflection::ThroughReflection#initialize
  0.00      0.000     0.000     0.000     0.000       13   FactoryBot::DefinitionProxy#method_missing
  0.00      0.094     0.000     0.000     0.094        6   Listen::FSM#transition
  0.00      0.002     0.000     0.000     0.002       16   Rails::Paths::Root#autoload_once
  0.00      0.000     0.000     0.000     0.000       22   Thread::ConditionVariable#initialize
  0.00      0.000     0.000     0.000     0.000        6   ActiveRecord::ConnectionAdapters::PostgreSQLAdapter::StatementPool#next_key
  0.00      0.003     0.000     0.000     0.003       29   FactoryBot::Syntax::Default#define
  0.00      0.001     0.000     0.000     0.001        4   Thor::Base::ClassMethods#inherited
  0.00      0.001     0.000     0.000     0.001       33   OptionParser::List#append
  0.00      0.000     0.000     0.000     0.000       17   <Module::ActiveRecord::AutosaveAssociation::AssociationBuilderExtension>#valid_options
  0.00      0.000     0.000     0.000     0.000       13   ActiveRecord::Associations::HasManyThroughAssociation#target_reflection_has_associated_record?
  0.00      0.000     0.000     0.000     0.000       11   ActiveRecord::Reflection::AssociationReflection#calculate_constructable
  0.00      0.000     0.000     0.000     0.000        6   <Class::Listen::Logger>#debug
  0.00      0.005     0.000     0.000     0.005       16   #<Class:0x0055938f28f2f8>#unshift
  0.00      0.000     0.000     0.000     0.000        7   <Module::ActiveSupport::PerThreadRegistry>#extended
  0.00      0.000     0.000     0.000     0.000       17   <Class::ActiveSupport::Callbacks::Filters::Before>#halting
  0.00      0.000     0.000     0.000     0.000        7   ActiveRecord::ModelSchema::ClassMethods#full_table_name_suffix
  0.00      0.000     0.000     0.000     0.000       12   IPAddr#in_addr
  0.00      0.000     0.000     0.000     0.000       17   <Class::#<Class:0x005593944c8f88>>#__callbacks
  0.00      0.000     0.000     0.000     0.000       14   Treetop::Compiler::Metagrammar::Sequence1#parent_modules
  0.00      0.000     0.000     0.000     0.000       23   Range#first
  0.00      0.000     0.000     0.000     0.000        8   Logger#level=
  0.00      0.000     0.000     0.000     0.000       15   Bootsnap::LoadPathCache::Cache#has_dir?
  0.00      0.000     0.000     0.000     0.000        4   Module#deprecate
  0.00      0.000     0.000     0.000     0.000        1   Rake::ThreadPool#initialize
  0.00      0.002     0.000     0.000     0.002        3   <Class::Rails::Generators::Base>#inherited
  0.00      0.015     0.000     0.000     0.015        7   Draper::Delegation#delegate
  0.00      0.000     0.000     0.000     0.000       11   <Class::ActiveRecord::Associations::Builder::HasMany>#valid_options
  0.00      0.024     0.000     0.000     0.024        7   <Module::Polyglot>#find
  0.00      0.000     0.000     0.000     0.000       17   <Class::ActiveSupport::Callbacks::Filters::Before>#build
  0.00      0.027     0.000     0.000     0.027        8   ActiveRecord::ConnectionAdapters::SchemaStatements#columns
  0.00      0.000     0.000     0.000     0.000        2   ActiveRecord::ConnectionAdapters::PostgreSQLAdapter#postgresql_version
  0.00      0.001     0.000     0.000     0.000        5   ExecJS::ExternalRuntime#initialize
  0.00      0.000     0.000     0.000     0.000       35   <Class::KindOfObjectSpecified>#default_scope_override
  0.00      0.000     0.000     0.000     0.000        4   <Class::ActiveRecord::SchemaMigration>#table_name
  0.00      0.001     0.000     0.000     0.001        4   ActiveSupport::PerThreadRegistry#method_missing
  0.00      0.099     0.000     0.000     0.099        2   ActiveSupport::EventedFileUpdateChecker#boot!
  0.00      0.007     0.000     0.000     0.007       16   Rails::Paths::Root#load_paths
  0.00      0.000     0.000     0.000     0.000        8   ERB::Compiler#add_put_cmd
  0.00      0.000     0.000     0.000     0.000       28   Treetop::Compiler::Metagrammar::Choice1#tail
  0.00      0.000     0.000     0.000     0.000       14   <Module::PG::BasicTypeRegistry>#alias_type
  0.00      0.008     0.000     0.000     0.008       13   ActiveRecord::Reflection::AssociationReflection#association_scope_cache
  0.00      0.000     0.000     0.000     0.000       13   <Class::ScoutApm::Agent>#instance
  0.00      0.000     0.000     0.000     0.000       18   <Module::Listen>#logger
  0.00      0.002     0.000     0.000     0.002        8   Treetop::Compiler::CharacterClass#compile
  0.00      0.040     0.000     0.000     0.040       16   ActiveRecord::ConnectionAdapters::PostgreSQL::DatabaseStatements#exec_delete
  0.00      0.003     0.000     0.000     0.003        6   <Class::ActiveRecord::Associations::Builder::BelongsTo>#define_callbacks
  0.00      0.000     0.000     0.000     0.000        1   <Class::PG::Connection>#parse_connect_args
  0.00      0.000     0.000     0.000     0.000        4   Rake::Task#arg_names
  0.00      0.000     0.000     0.000     0.000        4   <Class::Rails::Generators::Base>#default_generator_root
  0.00      0.000     0.000     0.000     0.000       29   FactoryBot::Decorator::ClassKeyHash#key?
  0.00      0.000     0.000     0.000     0.000        2   Thread#kill
  0.00      0.000     0.000     0.000     0.000       18   Psych::Nodes::Mapping#initialize
  0.00      0.000     0.000     0.000     0.000        1   ActiveRecord::ConnectionAdapters::ConnectionHandler#initialize
  0.00      0.000     0.000     0.000     0.000        8   I18n::Config#load_path
  0.00      0.000     0.000     0.000     0.000        5   <Class::Dir>#pwd
  0.00      0.000     0.000     0.000     0.000        9   <Class::Rake::LinkedList>#empty
  0.00      0.000     0.000     0.000     0.000       16   ActiveSupport::TimeZone#period_for_utc
  0.00      0.000     0.000     0.000     0.000        5   ERB::Compiler#prepare_trim_mode
  0.00      0.000     0.000     0.000     0.000        3   ActiveRecord::ConnectionHandling::MergeAndResolveDefaultUrlConfig#initialize
  0.00      0.111     0.000     0.000     0.111        7   ActiveSupport::LazyLoadHooks#run_load_hooks
  0.00      0.000     0.000     0.000     0.000       18   ActiveRecord::Reflection::BelongsToReflection#macro
  0.00      0.000     0.000     0.000     0.000        2   Sprockets::SassProcessor#initialize
  0.00      0.000     0.000     0.000     0.000        6   <Class::ActiveSupport::Subscriber>#add_event_subscriber
  0.00      0.000     0.000     0.000     0.000       13   Treetop::Compiler::ParsingRule#generate_cache_storage
  0.00      0.000     0.000     0.000     0.000        9   <Class::Rake::LinkedList>#make
  0.00      0.000     0.000     0.000     0.000        3   Sprockets::ProcessorUtils#compose_processors
  0.00      0.000     0.000     0.000     0.000       31   ScoutApm::Config::NullCoercion#coerce
  0.00     91.845     0.000     0.000    91.845        2  *Rake::Task#invoke
  0.00      0.000     0.000     0.000     0.000        2   Thor::Base::ClassMethods#argument
  0.00      0.000     0.000     0.000     0.000        6   Sprockets::Dependencies#register_dependency_resolver
  0.00      0.000     0.000     0.000     0.000        5   Gem::Requirement#initialize
  0.00      0.000     0.000     0.000     0.000       16   ActiveModel::AttributeMutationTracker#original_value
  0.00      0.000     0.000     0.000     0.000       16   ActiveRecord::AttributeMethods::Dirty#attribute_in_database
  0.00      0.000     0.000     0.000     0.000        5   ActiveModel::EachValidator#initialize
  0.00      0.000     0.000     0.000     0.000       30   ActionDispatch::Routing::RouteSet#api_only?
  0.00      0.043     0.000     0.000     0.043        2   Listen::Event::Loop#setup
  0.00      0.000     0.000     0.000     0.000        9  *Thor::Base::ClassMethods#no_commands
  0.00      0.002     0.000     0.000     0.001        1   <Class::TZInfo::Timezone>#init_loaded_zones
  0.00      0.000     0.000     0.000     0.000        1   ActiveSupport::Inflector::Inflections#define_acronym_regex_patterns
  0.00      0.000     0.000     0.000     0.000       20   OpenStruct#method_missing
  0.00      0.195     0.000     0.000     0.195        1   Treetop::Compiler::Metagrammar#_nt_grammar
  0.00      0.000     0.000     0.000     0.000       24   <Class::Museum>#__callbacks
  0.00      0.000     0.000     0.000     0.000       24  *Concurrent::Synchronization::MriMutexLockableObject#synchronize
  0.00      0.000     0.000     0.000     0.000        2   Rake::Application#set_default_options
  0.00      0.000     0.000     0.000     0.000       30   <Module::FileUtils>#options_of
  0.00      0.000     0.000     0.000     0.000        1   Sprockets::Configuration#initialize_configuration
  0.00      0.000     0.000     0.000     0.000        1   TZInfo::ZoneinfoTimezoneInfo#parse
  0.00      0.039     0.000     0.000     0.039        1   TZInfo::ZoneinfoDataSource#initialize
  0.00      0.000     0.000     0.000     0.000        1   Rake::Application#glob
  0.00      0.000     0.000     0.000     0.000        1   <Object::OpenStruct>#rakelib
  0.00      0.000     0.000     0.000     0.000       45   Bundler::Dependency#current_platform?
  0.00      0.000     0.000     0.000     0.000       17   <Class::Regexp>#quote
  0.00      0.000     0.000     0.000     0.000       30   ActionDispatch::Routing::Mapper::Resources#scope_action_options
  0.00      0.000     0.000     0.000     0.000       24   Treetop::Compiler::Metagrammar::SequencePrimary4#atomic
  0.00      0.000     0.000     0.000     0.000       15   Rails::Railtie::Configuration#respond_to?
  0.00      0.000     0.000     0.000     0.000       40   OpenStruct#modifiable
  0.00      0.000     0.000     0.000     0.000       35   Thor::Option#boolean?
  0.00      0.000     0.000     0.000     0.000       29   ActiveRecord::Type::AdapterSpecificRegistry#registration_klass
  0.00      0.000     0.000     0.000     0.000        2   ActionDispatch::Routing::RouteSet::NamedRouteCollection#add_url_helper
  0.00      0.000     0.000     0.000     0.000       77   Array#==
  0.00      0.001     0.000     0.000     0.001        3   ActiveRecord::ConnectionHandling::MergeAndResolveDefaultUrlConfig#resolve
  0.00      0.000     0.000     0.000     0.000        5   Kernel#autoload
  0.00      0.000     0.000     0.000     0.000        4   ActiveRecord::ConnectionAdapters::PostgreSQL::SchemaStatements#data_source_sql
  0.00      0.000     0.000     0.000     0.000       17   ActiveSupport::Callbacks::CallbackSequence#after
  0.00      0.010     0.000     0.000     0.010       16   Rails::Paths::Root#eager_load
  0.00      0.012     0.000     0.000     0.012        1   ActiveRecord::Calculations#pluck
  0.00      0.000     0.000     0.000     0.000       22   ScoutApm::Config::ConfigDefaults#value
  0.00      0.000     0.000     0.000     0.000        1   ScoutApm::AgentContext#initialize
  0.00      0.000     0.000     0.000     0.000        8   ERB::Compiler#content_dump
  0.00      0.000     0.000     0.000     0.000        5   ERB::Compiler#initialize
  0.00      0.000     0.000     0.000     0.000        7   ActiveSupport::EachTimeWithZone#ensure_iteration_allowed
  0.00      0.000     0.000     0.000     0.000       18   KindOfObjectSpecified#depth
  0.00      0.000     0.000     0.000     0.000       32   <Class::ActiveRecord::Base>#_attr_readonly
  0.00      0.000     0.000     0.000     0.000       18   <Class::Storage>#_reflections
  0.00      0.056     0.000     0.000     0.056        2   ActiveSupport::EventedFileUpdateChecker#directories_to_watch
  0.00      0.000     0.000     0.000     0.000       10   Hash#symbolize_keys
  0.00      0.000     0.000     0.000     0.000       14   Treetop::Compiler::RubyBuilder#extend
